period,cutoff,split,model,method,pipeline_weight,actual,forecast,pipeline,region,selected
2026-08-01,2026-07-31,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,297301371.65,357077968.65971553,440281431.6494311,North,False
2025-09-01,2025-08-31,validation,MA3 + 0% pipeline,MA3,0.0,244249198.73,254670003.21666667,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,MA3 + 25% pipeline,MA3,0.25,244249198.73,281572885.5721785,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,MA3 + 50% pipeline,MA3,0.5,244249198.73,308475767.9276904,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,SES + 0% pipeline,SES,0.0,244249198.73,246618851.8830586,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,SES + 25% pipeline,SES,0.25,244249198.73,275534522.0719725,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,SES + 50% pipeline,SES,0.5,244249198.73,304450192.2608863,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,244249198.73,204458895.7,362281532.6387141,South,False
2025-09-01,2025-08-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,244249198.73,243914554.9346785,362281532.6387141,South,True
2025-09-01,2025-08-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,244249198.73,283370214.16935706,362281532.6387141,South,False
2025-10-01,2025-09-30,validation,MA3 + 0% pipeline,MA3,0.0,223334146.52,246302888.85999998,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,MA3 + 25% pipeline,MA3,0.25,223334146.52,266686041.256204,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,MA3 + 50% pipeline,MA3,0.5,223334146.52,287069193.652408,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,SES + 0% pipeline,SES,0.0,223334146.52,245907955.937141,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,SES + 25% pipeline,SES,0.25,223334146.52,266389841.5640598,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,SES + 50% pipeline,SES,0.5,223334146.52,286871727.1909785,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,223334146.52,233589960.98,327835498.44481605,South,False
2025-10-01,2025-09-30,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,223334146.52,257151345.34620398,327835498.44481605,South,True
2025-10-01,2025-09-30,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,223334146.52,280712729.712408,327835498.44481605,South,False
2025-11-01,2025-10-31,validation,MA3 + 0% pipeline,MA3,0.0,238634359.62,248815380.48666665,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,MA3 + 25% pipeline,MA3,0.25,238634359.62,259846730.31514287,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,MA3 + 50% pipeline,MA3,0.5,238634359.62,270878080.14361906,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,SES + 0% pipeline,SES,0.0,238634359.62,239135813.11199868,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,SES + 25% pipeline,SES,0.25,238634359.62,252587054.7841419,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,SES + 50% pipeline,SES,0.5,238634359.62,266038296.4562851,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,238634359.62,182343927.52,292940779.8005715,South,False
2025-11-01,2025-10-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,238634359.62,209993140.5901429,292940779.8005715,South,True
2025-11-01,2025-10-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,238634359.62,237642353.66028577,292940779.8005715,South,False
2025-12-01,2025-11-30,validation,MA3 + 0% pipeline,MA3,0.0,179666482.49,235405901.62333333,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,MA3 + 25% pipeline,MA3,0.25,179666482.49,242182373.99870646,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,MA3 + 50% pipeline,MA3,0.5,179666482.49,248958846.37407959,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,SES + 0% pipeline,SES,0.0,179666482.49,238985377.06439906,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,SES + 25% pipeline,SES,0.25,179666482.49,244866980.57950577,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,SES + 50% pipeline,SES,0.5,179666482.49,250748584.09461248,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,179666482.49,199059128.47,262511791.12482587,South,False
2025-12-01,2025-11-30,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,179666482.49,214922294.13370645,262511791.12482587,South,True
2025-12-01,2025-11-30,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,179666482.49,230785459.79741293,262511791.12482587,South,False
2026-01-01,2025-12-31,validation,MA3 + 0% pipeline,MA3,0.0,161331517.71,213878329.54333332,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,MA3 + 25% pipeline,MA3,0.25,161331517.71,231288886.73888385,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,MA3 + 50% pipeline,MA3,0.5,161331517.71,248699443.93443435,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,SES + 0% pipeline,SES,0.0,161331517.71,221189708.69207934,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,SES + 25% pipeline,SES,0.25,161331517.71,236772421.10044336,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,SES + 50% pipeline,SES,0.5,161331517.71,252355133.50880736,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,161331517.71,168581860.63,283520558.3255354,South,False
2026-01-01,2025-12-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,161331517.71,197316535.05388385,283520558.3255354,South,True
2026-01-01,2025-12-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,161331517.71,226051209.4777677,283520558.3255354,South,False
2026-02-01,2026-01-31,validation,MA3 + 0% pipeline,MA3,0.0,200300365.46,193210786.60666668,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,MA3 + 25% pipeline,MA3,0.25,200300365.46,216291828.98659894,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,MA3 + 50% pipeline,MA3,0.5,200300365.46,239372871.3665312,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,SES + 0% pipeline,SES,0.0,200300365.46,203232251.3974555,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,SES + 25% pipeline,SES,0.25,200300365.46,223807927.57969058,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,SES + 50% pipeline,SES,0.5,200300365.46,244383603.7619256,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,200300365.46,182134763.01,285534956.1263957,South,False
2026-02-01,2026-01-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,200300365.46,207984811.28909892,285534956.1263957,South,True
2026-02-01,2026-01-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,200300365.46,233834859.56819785,285534956.1263957,South,False
2026-03-01,2026-02-28,test,MA3 + 0% pipeline,MA3,0.0,223976740.1,180432788.55333337,352790411.7617031,South,False
2026-03-01,2026-02-28,test,MA3 + 25% pipeline,MA3,0.25,223976740.1,223522194.35542578,352790411.7617031,South,False
2026-03-01,2026-02-28,test,MA3 + 50% pipeline,MA3,0.5,223976740.1,266611600.1575182,352790411.7617031,South,False
2026-03-01,2026-02-28,test,SES + 0% pipeline,SES,0.0,223976740.1,202352685.61621886,352790411.7617031,South,False
2026-03-01,2026-02-28,test,SES + 25% pipeline,SES,0.25,223976740.1,239962117.15258992,352790411.7617031,South,False
2026-03-01,2026-02-28,test,SES + 50% pipeline,SES,0.5,223976740.1,277571548.68896097,352790411.7617031,South,False
2026-03-01,2026-02-28,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,223976740.1,164999573.53,352790411.7617031,South,False
2026-03-01,2026-02-28,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,223976740.1,211947283.0879258,352790411.7617031,South,True
2026-03-01,2026-02-28,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,223976740.1,258894992.64585155,352790411.7617031,South,False
2026-04-01,2026-03-31,test,MA3 + 0% pipeline,MA3,0.0,245863560.56,195202874.42333332,354351008.86231804,South,False
2026-04-01,2026-03-31,test,MA3 + 25% pipeline,MA3,0.25,245863560.56,234989908.0330795,354351008.86231804,South,False
2026-04-01,2026-03-31,test,MA3 + 50% pipeline,MA3,0.5,245863560.56,274776941.64282566,354351008.86231804,South,False
2026-04-01,2026-03-31,test,SES + 0% pipeline,SES,0.0,245863560.56,208839901.96135318,354351008.86231804,South,False
2026-04-01,2026-03-31,test,SES + 25% pipeline,SES,0.25,245863560.56,245217678.6865944,354351008.86231804,South,False
2026-04-01,2026-03-31,test,SES + 50% pipeline,SES,0.5,245863560.56,281595455.4118356,354351008.86231804,South,False
2026-04-01,2026-03-31,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,245863560.56,243233785.78,354351008.86231804,South,False
2026-04-01,2026-03-31,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,245863560.56,271013091.55057955,354351008.86231804,South,True
2026-04-01,2026-03-31,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,245863560.56,298792397.321159,354351008.86231804,South,False
2026-05-01,2026-04-30,test,MA3 + 0% pipeline,MA3,0.0,275968365.9,223380222.04,372001787.9631658,South,False
2026-05-01,2026-04-30,test,MA3 + 25% pipeline,MA3,0.25,275968365.9,260535613.52079147,372001787.9631658,South,False
2026-05-01,2026-04-30,test,MA3 + 50% pipeline,MA3,0.5,275968365.9,297691005.0015829,372001787.9631658,South,False
2026-05-01,2026-04-30,test,SES + 0% pipeline,SES,0.0,275968365.9,219946999.5409472,372001787.9631658,South,False
2026-05-01,2026-04-30,test,SES + 25% pipeline,SES,0.25,275968365.9,257960696.64650184,372001787.9631658,South,False
2026-05-01,2026-04-30,test,SES + 50% pipeline,SES,0.5,275968365.9,295974393.7520565,372001787.9631658,South,False
2026-05-01,2026-04-30,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,275968365.9,287963458.94,372001787.9631658,South,False
2026-05-01,2026-04-30,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,275968365.9,308973041.1957914,372001787.9631658,South,True
2026-05-01,2026-04-30,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,275968365.9,329982623.4515829,372001787.9631658,South,False
2026-06-01,2026-05-31,test,MA3 + 0% pipeline,MA3,0.0,304216420.22,248602888.85333332,422411424.19774383,South,False
2026-06-01,2026-05-31,test,MA3 + 25% pipeline,MA3,0.25,304216420.22,292055022.68943596,422411424.19774383,South,False
2026-06-01,2026-05-31,test,MA3 + 50% pipeline,MA3,0.5,304216420.22,335507156.52553856,422411424.19774383,South,False
2026-06-01,2026-05-31,test,SES + 0% pipeline,SES,0.0,304216420.22,236753409.448663,422411424.19774383,South,False
2026-06-01,2026-05-31,test,SES + 25% pipeline,SES,0.25,304216420.22,283167913.1359332,422411424.19774383,South,False
2026-06-01,2026-05-31,test,SES + 50% pipeline,SES,0.5,304216420.22,329582416.82320344,422411424.19774383,South,False
2026-06-01,2026-05-31,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,304216420.22,269350541.8,422411424.19774383,South,False
2026-06-01,2026-05-31,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,304216420.22,307615762.399436,422411424.19774383,South,True
2026-06-01,2026-05-31,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,304216420.22,345880982.9988719,422411424.19774383,South,False
2026-07-01,2026-06-30,test,MA3 + 0% pipeline,MA3,0.0,317155385.2,275349448.8933334,440155549.1914593,South,False
2026-07-01,2026-06-30,test,MA3 + 25% pipeline,MA3,0.25,317155385.2,316550973.9678649,440155549.1914593,South,False
2026-07-01,2026-06-30,test,MA3 + 50% pipeline,MA3,0.5,317155385.2,357752499.0423963,440155549.1914593,South,False
2026-07-01,2026-06-30,test,SES + 0% pipeline,SES,0.0,317155385.2,256992312.68006408,440155549.1914593,South,False
2026-07-01,2026-06-30,test,SES + 25% pipeline,SES,0.25,317155385.2,302783121.8079129,440155549.1914593,South,False
2026-07-01,2026-06-30,test,SES + 50% pipeline,SES,0.5,317155385.2,348573930.9357617,440155549.1914593,South,False
2026-07-01,2026-06-30,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,317155385.2,215796671.64,440155549.1914593,South,False
2026-07-01,2026-06-30,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,317155385.2,271886391.0278648,440155549.1914593,South,True
2026-07-01,2026-06-30,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,317155385.2,327976110.41572964,440155549.1914593,South,False
2026-08-01,2026-07-31,test,MA3 + 0% pipeline,MA3,0.0,295432989.27,299113390.44,405748534.03667974,South,False
2026-08-01,2026-07-31,test,MA3 + 25% pipeline,MA3,0.25,295432989.27,325772176.3391699,405748534.03667974,South,False
2026-08-01,2026-07-31,test,MA3 + 50% pipeline,MA3,0.5,295432989.27,352430962.2383399,405748534.03667974,South,False
2026-08-01,2026-07-31,test,SES + 0% pipeline,SES,0.0,295432989.27,275041234.4360448,405748534.03667974,South,False
2026-08-01,2026-07-31,test,SES + 25% pipeline,SES,0.25,295432989.27,307718059.3362036,405748534.03667974,South,False
2026-08-01,2026-07-31,test,SES + 50% pipeline,SES,0.5,295432989.27,340394884.2363623,405748534.03667974,South,False
2026-08-01,2026-07-31,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,295432989.27,278862796.21,405748534.03667974,South,False
2026-08-01,2026-07-31,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,295432989.27,310584230.6666699,405748534.03667974,South,True
2026-08-01,2026-07-31,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,295432989.27,342305665.1233399,405748534.03667974,South,False
2025-09-01,2025-08-31,validation,MA3 + 0% pipeline,MA3,0.0,282083482.83,253987015.75,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,MA3 + 25% pipeline,MA3,0.25,282083482.83,278928731.7994945,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,MA3 + 50% pipeline,MA3,0.5,282083482.83,303870447.84898895,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,SES + 0% pipeline,SES,0.0,282083482.83,244466424.85335535,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,SES + 25% pipeline,SES,0.25,282083482.83,271788288.62701094,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,SES + 50% pipeline,SES,0.5,282083482.83,299110152.4006666,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,282083482.83,210186136.77,353753879.9479779,West,True
2025-09-01,2025-08-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,282083482.83,246078072.5644945,353753879.9479779,West,False
2025-09-01,2025-08-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,282083482.83,281970008.35898894,353753879.9479779,West,False
2025-10-01,2025-09-30,validation,MA3 + 0% pipeline,MA3,0.0,228472747.97,264859320.89000002,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,MA3 + 25% pipeline,MA3,0.25,228472747.97,289325917.19894034,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,MA3 + 50% pipeline,MA3,0.5,228472747.97,313792513.5078806,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,SES + 0% pipeline,SES,0.0,228472747.97,255751542.24634874,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,SES + 25% pipeline,SES,0.25,228472747.97,282495083.2162019,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,SES + 50% pipeline,SES,0.5,228472747.97,309238624.186055,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,228472747.97,246675980.29,362725706.1257613,West,True
2025-10-01,2025-09-30,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,228472747.97,275688411.74894035,362725706.1257613,West,False
2025-10-01,2025-09-30,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,228472747.97,304700843.2078806,362725706.1257613,West,False
2025-11-01,2025-10-31,validation,MA3 + 0% pipeline,MA3,0.0,242707859.12,258691935.4,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,MA3 + 25% pipeline,MA3,0.25,242707859.12,288141487.96677554,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,MA3 + 50% pipeline,MA3,0.5,242707859.12,317591040.53355104,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,SES + 0% pipeline,SES,0.0,242707859.12,247567903.9634441,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,SES + 25% pipeline,SES,0.25,242707859.12,279798464.38935864,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,SES + 50% pipeline,SES,0.5,242707859.12,312029024.8152731,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,242707859.12,211912546.26,376490145.6671021,West,True
2025-11-01,2025-10-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,242707859.12,253056946.11177552,376490145.6671021,West,False
2025-11-01,2025-10-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,242707859.12,294201345.96355104,376490145.6671021,West,False
2025-12-01,2025-11-30,validation,MA3 + 0% pipeline,MA3,0.0,198052452.14,251088029.97333333,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,MA3 + 25% pipeline,MA3,0.25,198052452.14,268457964.61645687,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,MA3 + 50% pipeline,MA3,0.5,198052452.14,285827899.2595804,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,SES + 0% pipeline,SES,0.0,198052452.14,246109890.51041088,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,SES + 25% pipeline,SES,0.25,198052452.14,264724360.019265,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,SES + 50% pipeline,SES,0.5,198052452.14,283338829.52811915,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,198052452.14,190095100.39,320567768.5458274,West,True
2025-12-01,2025-11-30,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,198052452.14,222713267.42895684,320567768.5458274,West,False
2025-12-01,2025-11-30,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,198052452.14,255331434.4679137,320567768.5458274,West,False
2026-01-01,2025-12-31,validation,MA3 + 0% pipeline,MA3,0.0,200168268.87,223077686.41,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,MA3 + 25% pipeline,MA3,0.25,200168268.87,247131294.4407888,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,MA3 + 50% pipeline,MA3,0.5,200168268.87,271184902.4715776,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,SES + 0% pipeline,SES,0.0,200168268.87,231692658.9992876,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,SES + 25% pipeline,SES,0.25,200168268.87,253592523.8827545,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,SES + 50% pipeline,SES,0.5,200168268.87,275492388.7662214,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,200168268.87,240687171.14000002,319292118.53315514,West,True
2026-01-01,2025-12-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,200168268.87,260338407.98828882,319292118.53315514,West,False
2026-01-01,2025-12-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,200168268.87,279989644.8365776,319292118.53315514,West,False
2026-02-01,2026-01-31,validation,MA3 + 0% pipeline,MA3,0.0,185720654.84,213642860.04333332,310782944.568974,West,False
2026-02-01,2026-01-31,validation,MA3 + 25% pipeline,MA3,0.25,185720654.84,237927881.1747435,310782944.568974,West,False
2026-02-01,2026-01-31,validation,MA3 + 50% pipeline,MA3,0.5,185720654.84,262212902.30615366,310782944.568974,West,False
2026-02-01,2026-01-31,validation,SES + 0% pipeline,SES,0.0,185720654.84,222235341.9605013,310782944.568974,West,False
2026-02-01,2026-01-31,validation,SES + 25% pipeline,SES,0.25,185720654.84,244372242.6126195,310782944.568974,West,False
2026-02-01,2026-01-31,validation,SES + 50% pipeline,SES,0.5,185720654.84,266509143.26473767,310782944.568974,West,False
2026-02-01,2026-01-31,validation,Seasonal naive + 0% pipeline,Seasonal naive,0.0,185720654.84,198099938.1,310782944.568974,West,True
2026-02-01,2026-01-31,validation,Seasonal naive + 25% pipeline,Seasonal naive,0.25,185720654.84,226270689.7172435,310782944.568974,West,False
2026-02-01,2026-01-31,validation,Seasonal naive + 50% pipeline,Seasonal naive,0.5,185720654.84,254441441.33448702,310782944.568974,West,False
2026-03-01,2026-02-28,test,MA3 + 0% pipeline,MA3,0.0,268137547.44,194647125.28333333,334363342.29317737,West,False
2026-03-01,2026-02-28,test,MA3 + 25% pipeline,MA3,0.25,268137547.44,229576179.53579435,334363342.29317737,West,False
2026-03-01,2026-02-28,test,MA3 + 50% pipeline,MA3,0.5,268137547.44,264505233.78825533,334363342.29317737,West,False
2026-03-01,2026-02-28,test,SES + 0% pipeline,SES,0.0,268137547.44,211280935.8243509,334363342.29317737,West,False
2026-03-01,2026-02-28,test,SES + 25% pipeline,SES,0.25,268137547.44,242051537.44155753,334363342.29317737,West,False
2026-03-01,2026-02-28,test,SES + 50% pipeline,SES,0.5,268137547.44,272822139.0587641,334363342.29317737,West,False
2026-03-01,2026-02-28,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,268137547.44,200394795.3,334363342.29317737,West,True
2026-03-01,2026-02-28,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,268137547.44,233886932.04829437,334363342.29317737,West,False
2026-03-01,2026-02-28,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,268137547.44,267379068.7965887,334363342.29317737,West,False
2026-04-01,2026-03-31,test,MA3 + 0% pipeline,MA3,0.0,237881075.0,218008823.7166667,335004272.8860312,West,False
2026-04-01,2026-03-31,test,MA3 + 25% pipeline,MA3,0.25,237881075.0,247257686.0090078,335004272.8860312,West,False
2026-04-01,2026-03-31,test,MA3 + 50% pipeline,MA3,0.5,237881075.0,276506548.3013489,335004272.8860312,West,False
2026-04-01,2026-03-31,test,SES + 0% pipeline,SES,0.0,237881075.0,228337919.3090456,335004272.8860312,West,False
2026-04-01,2026-03-31,test,SES + 25% pipeline,SES,0.25,237881075.0,255004507.703292,335004272.8860312,West,False
2026-04-01,2026-03-31,test,SES + 50% pipeline,SES,0.5,237881075.0,281671096.0975384,335004272.8860312,West,False
2026-04-01,2026-03-31,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,237881075.0,209913901.46,335004272.8860312,West,True
2026-04-01,2026-03-31,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,237881075.0,241186494.31650782,335004272.8860312,West,False
2026-04-01,2026-03-31,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,237881075.0,272459087.1730156,335004272.8860312,West,False
2026-05-01,2026-04-30,test,MA3 + 0% pipeline,MA3,0.0,297057283.68,230579759.09333333,402592540.2413692,West,False
2026-05-01,2026-04-30,test,MA3 + 25% pipeline,MA3,0.25,297057283.68,273582954.3803423,402592540.2413692,West,False
2026-05-01,2026-04-30,test,MA3 + 50% pipeline,MA3,0.5,297057283.68,316586149.66735125,402592540.2413692,West,False
2026-05-01,2026-04-30,test,SES + 0% pipeline,SES,0.0,297057283.68,231200866.0163319,402592540.2413692,West,False
2026-05-01,2026-04-30,test,SES + 25% pipeline,SES,0.25,297057283.68,274048784.57259125,402592540.2413692,West,False
2026-05-01,2026-04-30,test,SES + 50% pipeline,SES,0.5,297057283.68,316896703.1288506,402592540.2413692,West,False
2026-05-01,2026-04-30,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,297057283.68,249978361.63,402592540.2413692,West,True
2026-05-01,2026-04-30,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,297057283.68,288131906.2828423,402592540.2413692,West,False
2026-05-01,2026-04-30,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,297057283.68,326285450.93568456,402592540.2413692,West,False
2026-06-01,2026-05-31,test,MA3 + 0% pipeline,MA3,0.0,310343330.43,267691968.70666668,430436331.4969951,West,False
2026-06-01,2026-05-31,test,MA3 + 25% pipeline,MA3,0.25,310343330.43,308378059.4042488,430436331.4969951,West,False
2026-06-01,2026-05-31,test,MA3 + 50% pipeline,MA3,0.5,310343330.43,349064150.1018309,430436331.4969951,West,False
2026-06-01,2026-05-31,test,SES + 0% pipeline,SES,0.0,310343330.43,250957791.31543234,430436331.4969951,West,False
2026-06-01,2026-05-31,test,SES + 25% pipeline,SES,0.25,310343330.43,295827426.36082304,430436331.4969951,West,False
2026-06-01,2026-05-31,test,SES + 50% pipeline,SES,0.5,310343330.43,340697061.4062137,430436331.4969951,West,False
2026-06-01,2026-05-31,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,310343330.43,249466567.41,430436331.4969951,West,True
2026-06-01,2026-05-31,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,310343330.43,294709008.43174875,430436331.4969951,West,False
2026-06-01,2026-05-31,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,310343330.43,339951449.4534975,430436331.4969951,West,False
2026-07-01,2026-06-30,test,MA3 + 0% pipeline,MA3,0.0,303962127.59,281760563.0366667,448098327.5768111,West,False
2026-07-01,2026-06-30,test,MA3 + 25% pipeline,MA3,0.25,303962127.59,323345004.1717028,448098327.5768111,West,False
2026-07-01,2026-06-30,test,MA3 + 50% pipeline,MA3,0.5,303962127.59,364929445.30673885,448098327.5768111,West,False
2026-07-01,2026-06-30,test,SES + 0% pipeline,SES,0.0,303962127.59,268773453.0498026,448098327.5768111,West,False
2026-07-01,2026-06-30,test,SES + 25% pipeline,SES,0.25,303962127.59,313604671.68155473,448098327.5768111,West,False
2026-07-01,2026-06-30,test,SES + 50% pipeline,SES,0.5,303962127.59,358435890.3133068,448098327.5768111,West,False
2026-07-01,2026-06-30,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,303962127.59,246974904.44,448098327.5768111,West,True
2026-07-01,2026-06-30,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,303962127.59,297255760.22420275,448098327.5768111,West,False
2026-07-01,2026-06-30,test,Seasonal naive + 50% pipeline,Seasonal naive,0.5,303962127.59,347536616.00840557,448098327.5768111,West,False
2026-08-01,2026-07-31,test,MA3 + 0% pipeline,MA3,0.0,309975414.02,303787580.56666666,452855585.6198626,West,False
2026-08-01,2026-07-31,test,MA3 + 25% pipeline,MA3,0.25,309975414.02,341054581.82996565,452855585.6198626,West,False
2026-08-01,2026-07-31,test,MA3 + 50% pipeline,MA3,0.5,309975414.02,378321583.09326464,452855585.6198626,West,False
2026-08-01,2026-07-31,test,SES + 0% pipeline,SES,0.0,309975414.02,279330055.4118618,452855585.6198626,West,False
2026-08-01,2026-07-31,test,SES + 25% pipeline,SES,0.25,309975414.02,322711437.963862,452855585.6198626,West,False
2026-08-01,2026-07-31,test,SES + 50% pipeline,SES,0.5,309975414.02,366092820.5158622,452855585.6198626,West,False
2026-08-01,2026-07-31,test,Seasonal naive + 0% pipeline,Seasonal naive,0.0,309975414.02,265519575.4,452855585.6198626,West,True
2026-08-01,2026-07-31,test,Seasonal naive + 25% pipeline,Seasonal naive,0.25,309975414.02,312353577.95496565,452855585.6198626,West,False
